연번,위원회,등록일,분류기호,분류내용,공표순,년도,지침번호,명칭
883,기계안전,2011-12-26,M,기계일반지침,71,2011,M-71-2011,열가소성 탱크의 유지관리에 관한 기술지침
884,기계안전,2011-12-26,M,기계일반지침,72,2011,M-72-2011,자분탐상과 침투탐상에 관한 기술지침
885,기계안전,2016-12-27,M,기계일반지침,73,2016,M-73-2016,식음료 산업의 소음관리에 관한 기술지침
886,기계안전,2011-12-26,M,기계일반지침,74,2011,M-74-2011,스테인리스강의 아크 용접에서 발생되는 흄의 제어에 관한 기술지침
887,기계안전,2016-12-27,M,기계일반지침,75,2016,M-75-2016,공압 시스템의 소음감소에 관한 기술지침
888,기계안전,2013-07-11,M,기계일반지침,76,2013,M-76-2013,동력식 수동대패 작업에 관한 안전기술지침
889,기계안전,2011-12-26,M,기계일반지침,77,2011,M-77-2011,자동차 부분 분무도장 작업에 관한 안전 기술지침
890,기계안전,2013-11-30,M,기계일반지침,78,2013,M-78-2013,자동차 타이어 공기주입 작업에 관한 안전 기술지침
891,기계안전,2011-12-29,M,기계일반지침,79,2011,M-79-2011,양중설비의 관리에 관한 기술지침
892,기계안전,2011-12-29,M,기계일반지침,82,2011,M-82-2011,타워크레인의 설치?조립?해체작업에 관한 기술지침
893,기계안전,2011-12-29,M,기계일반지침,84,2011,M-84-2011,크레인작업시 수공구 사용에 관한 기술지침
894,기계안전,2011-12-29,M,기계일반지침,87,2011,M-87-2011,기계식 주차설비의 안전에 관한 기술지침
895,기계안전,2016-12-27,M,기계일반지침,89,2016,M-89-2016,타워크레인 접근통로 및 방책 설치에 관한 기술지침
896,기계안전,2011-12-29,M,기계일반지침,90,2011,M-90-2011,크레인 및 권상장치의 와이어로프 선정에 관한 기술지침
897,기계안전,2012-11-29,M,기계일반지침,91,2012,M-91-2012,타워크레인의 지지·고정 및 운전에 관한 기술지침 
898,기계안전,2013-11-25,M,기계일반지침,92,2013,M-92-2013,이동식 승강 테이블에 관한 기술지침(안)
899,기계안전,2011-12-29,M,기계일반지침,93,2011,M-93-2011,스태커에 관한 기술지침
900,기계안전,2011-12-29,M,기계일반지침,94,2011,M-94-2011,인조섬유 라운드슬링 사용에 관한 기술지침
901,기계안전,2012-06-20,M,기계일반지침,95,2012,M-95-2012,휴대용 동력드릴의 사용안전에 관한 기술지침
902,기계안전,2012-06-20,M,기계일반지침,96,2012,M-96-2012,선반방호조치에 관한 기술지침
903,기계안전,2012-06-20,M,기계일반지침,97,2012,M-97-2012,분상·입상 저장물의 저장설비에 관한 기술지침
904,기계안전,2012-06-20,M,기계일반지침,98,2012,M-98-2012,드릴기 방호조치에 관한 기술지침
905,기계안전,2012-06-20,M,기계일반지침,99,2012,M-99-2012,보링기 방호조치에 관한 기술지침
906,기계안전,2012-06-20,M,기계일반지침,101,2012,M-101-2012,컨베이어의 안전에 관한 기술지침
907,기계안전,2012-06-20,M,기계일반지침,102,2012,M-102-2012,회전기계의 안전덮개에 관한 기술기준
908,기계안전,2017-11-27,M,기계일반지침,103,2017,M-103-2017,공기압 시스템의 안전에 관한 기술지침
909,기계안전,2012-06-20,M,기계일반지침,104,2012,M-104-2012,위험동력기계의 관리에 관한 기술지침
910,기계안전,2012-06-20,M,기계일반지침,105,2012,M-105-2012,배관응력해석에 관한 기술지침
911,기계안전,2012-06-20,M,기계일반지침,107,2012,M-107-2012,압력용기 등의 초음파탐상 시험에 관한 기술지침
912,기계안전,2018-11-27,M,기계일반지침,108,2018,M-108-2018,화학설비의 설치에 관한 기술지침
913,기계안전,2012-06-20,M,기계일반지침,109,2012,M-109-2012,압력용기의 두께 감소에 따른 위험성 평가에 관한 기술지침
914,기계안전,2012-06-20,M,기계일반지침,110,2012,M-110-2012,회전기계의 진동감시 기술기준
915,기계안전,2015-12-07,M,기계일반지침,111,2015,M-111-2015,압력용기의 용접설계에 관한 기술지침
916,기계안전,2012-06-20,M,기계일반지침,112,2012,M-112-2012,배관지지물 설치 및 유지에 관한 기술지침
917,기계안전,2012-06-20,M,기계일반지침,113,2012,M-113-2012,압력용기 보수에 관한 기술지침
918,기계안전,2012-06-20,M,기계일반지침,114,2012,M-114-2012,윤활유 분석에 의한 고장진단 기술지침
919,기계안전,2013-11-25,M,기계일반지침,115,2013,M-115-2013,배관두께 계산 및 검사 기술지침(안)
920,기계안전,2012-06-20,M,기계일반지침,116,2012,M-116-2012,기기 및 배관의 부식관리 기술지침
921,기계안전,2016-12-27,M,기계일반지침,118,2016,M-118-2016,배관제작 및 설치에 관한 기술지침
922,기계안전,2012-06-20,M,기계일반지침,119,2012,M-119-2012,유해·위험물 취급용 플렉시블 호스의 사용안전에 관한 기술지침
923,기계안전,2012-06-20,M,기계일반지침,120,2012,M-120-2012,기계의 위험방지를 위한 신호체계에 관한 기술지침
924,기계안전,2012-06-20,M,기계일반지침,121,2012,M-121-2012,성능매개변수를 이용한 기계의 상태감시와 진단기술지침
925,기계안전,2012-06-20,M,기계일반지침,122,2012,M-122-2012,프레스 방호장치의 선정·설치 및 사용 기술지침
926,기계안전,2012-06-20,M,기계일반지침,123,2012,M-123-2012,기계류의 위험성 평가지침
927,기계안전,2012-06-20,M,기계일반지침,124,2012,M-124-2012,정련기 방호조치에 관한 기술지침
928,기계안전,2012-06-20,M,기계일반지침,125,2012,M-125-2012,혼합기의 안전작업에 관한 기술지침
929,기계안전,2013-11-30,M,기계일반지침,126,2013,M-126-2013,파쇄기의 방호조치에 관한 기술지침
930,기계안전,2012-06-20,M,기계일반지침,127,2012,M-127-2012,프레스의 등급에 따른 정비관리 지침
931,기계안전,2012-06-20,M,기계일반지침,128,2012,M-128-2012,시멘트 벽돌·블록 성형기의 방호조치에 관한 기술지침
932,기계안전,2013-11-30,M,기계일반지침,129,2013,M-129-2013,크레인 접근통로 설치 및 방호조치에 관한 기술지침
933,기계안전,2012-06-20,M,기계일반지침,130,2012,M-130-2012,시멘트용 벨트 콘베이어의 방호조치에 관한 기술지침
934,기계안전,2012-06-20,M,기계일반지침,131,2012,M-131-2012,기계의 결함진단을 위한 자료해석 기술지침
935,기계안전,2012-06-20,M,기계일반지침,132,2012,M-132-2012,스크루 컨베이어의 방호조치에 관한 기술지침
936,기계안전,2012-06-20,M,기계일반지침,133,2012,M-133-2012,농업기계의 안전에 관한 기술지침
937,기계안전,2012-06-20,M,기계일반지침,134,2012,M-134-2012,신선기의 재해 방지를 위한 방호조치 기술지침
938,기계안전,2023-08-24,M,기계일반지침,135,2023,M-135-2023,고무 또는 합성수지 가공용 롤러기 방호조치에 관한 기술지침
939,기계안전,2012-06-20,M,기계일반지침,136,2012,M-136-2012,리프트 피니언축 초음파탐상시험에 관한 기술지침
940,기계안전,2023-08-24,M,기계일반지침,137,2023,M-137-2023,기계의 제작·구매·사용 시 안전기준에 관한 기술지침
941,기계안전,2012-06-20,M,기계일반지침,138,2012,M-138-2012,프레스 금형작업의 안전에 관한 기술지침
942,기계안전,2012-06-20,M,기계일반지침,139,2012,M-139-2012,세라믹 바닥재의 미끄러짐 측정과 평가에 관한 기술지침
943,기계안전,2012-06-20,M,기계일반지침,140,2012,M-140-2012,프레스의 레이저방식 방호장치 설치에 관한 기술지침
944,기계안전,2012-06-20,M,기계일반지침,142,2012,M-142-2012,고압 금속 다이케스팅기의 안전작업에 관한 기술지침
945,기계안전,2012-06-20,M,기계일반지침,143,2012,M-143-2012,운전중인 배관의 검사기술지침
946,기계안전,2012-06-20,M,기계일반지침,144,2012,M-144-2012,회전기계 예비품관리에 관한 기술기준
947,기계안전,2012-06-20,M,기계일반지침,145,2012,M-145-2012,비상설비 구동용 엔진의 보수·유지에 관한 기술지침
948,기계안전,2012-06-20,M,기계일반지침,146,2012,M-146-2012,고령화 설비의 손상 평가와 수명예측에 관한 기술지침
949,기계안전,2012-06-20,M,기계일반지침,147,2012,M-147-2012,상압저장탱크의 검사변경 및 보수에 관한 기술지침
950,기계안전,2012-06-20,M,기계일반지침,148,2012,M-148-2012,기어 및 감속기의 유지보수에 관한 기술지침
951,기계안전,2012-06-20,M,기계일반지침,149,2012,M-149-2012,송풍기의 보수유지에 관한 기술지침
952,기계안전,2022-12-31,M,기계일반지침,150,2022,M-150-2022,불활성기체 등을 이용한 기밀시험 방법에 관한 기술지침
953,기계안전,2012-11-29,M,기계일반지침,152,2012,M-152-2012,주형 및 코어 제조기의 방호에 관한 기술지침
954,기계안전,2012-11-29,M,기계일반지침,153,2012,M-153-2012,가공목재 및 판재의 적재에 관한 안전기술지침
955,기계안전,2012-11-29,M,기계일반지침,154,2012,M-154-2012,유리섬유강화 플라스틱GRP) 탱크 제조에 관한 기술지침
956,기계안전,2023-08-24,M,기계일반지침,155,2023,M-155-2023,이동식 고소작업대의 선정과 안전관리에 관한 기술지침
957,기계안전,2012-11-29,M,기계일반지침,156,2012,M-156-2012,자동차 아래에서의 수리작업에 관한 안전기술지침
958,기계안전,2012-11-29,M,기계일반지침,157,2012,M-157-2012,배관 주요사고 대비 비상계획에 관한 기술지침
959,기계안전,2012-11-29,M,기계일반지침,158,2012,M-158-2012,팔레트의 안전사용에 관한 기술지침
960,기계안전,2012-11-29,M,기계일반지침,159,2012,M-159-2012,수목작업에서의 굴착기 안전작업에 관한 기술지침
961,기계안전,2023-08-24,M,기계일반지침,160,2023,M-160-2023,식품가공용 기계의 안전작업에 관한 기술지침
962,기계안전,2012-11-29,M,기계일반지침,161,2012,M-161-2012,식품 포장기계의 안전작업에 관한 기술지침
963,기계안전,2013-11-25,M,기계일반지침,162,2013,M-162-2013,양중기에 관한 일반 안전지침(안)
964,기계안전,2013-11-25,M,기계일반지침,163,2013,M-163-2013,LPG 연료 자동차의 작업안전에 관한 기술지침(안)
965,기계안전,2013-11-25,M,기계일반지침,164,2013,M-164-2013,생활폐기물 수거차량의 구조 등에 관한 기술지침(안)
966,기계안전,2013-11-25,M,기계일반지침,165,2013,M-165-2013,트랙터 안전 운전에 관한 기술지침(안)
967,기계안전,2013-11-25,M,기계일반지침,166,2013,M-166-2013,전지형 만능차(ATV)의 안전운전에 관한 기술지침(안)
968,기계안전,2013-11-25,M,기계일반지침,167,2013,M-167-2013,오토클레이브(Autoclave)에 관한 안전 기술지침(안)
969,기계안전,2013-11-30,M,기계일반지침,168,2013,M-168-2013,제지기계의 안전 사용에 관한 기술지침
970,기계안전,2013-11-30,M,기계일반지침,169,2013,M-169-2013,목재가공용 셰이퍼에 관한 안전 기술지침
971,기계안전,2013-11-30,M,기계일반지침,170,2013,M-170-2013,철강제품 적재에 관한 안전 기술지침
972,기계안전,2013-11-30,M,기계일반지침,171,2013,M-171-2013,자동차 정비용 리프트의 작업안전에 관한 기술지침
973,기계안전,2014-11-27,M,기계일반지침,172,2014,M-172-2014,목재 파쇄기 사용 시 안전에 관한 기술지침
974,기계안전,2014-11-27,M,기계일반지침,175,2014,M-175-2014,고온 염색기계 사용에 관한 안전 기술지침
975,기계안전,2014-11-27,M,기계일반지침,176,2014,M-176-2014,플라스틱 및 고무 절단기계 사용에 관한 안전 기술지침 
976,기계안전,2014-11-27,M,기계일반지침,177,2014,M-177-2014,스크랩 압축기계 사용에 관한 안전 기술지침
977,기계안전,2014-11-27,M,기계일반지침,178,2014,M-178-2014,베니어 절단기계 사용에 관한 안전 기술지침
978,기계안전,2014-11-27,M,기계일반지침,179,2014,M-179-2014,목재가공용 수동 둥근톱 기계 사용에 관한 안전 기술지침
979,기계안전,2023-08-24,M,기계일반지침,180,2023,M-180-2023,재단기 사용 시 안전에 관한 기술지침
980,기계안전,2014-11-27,M,기계일반지침,181,2014,M-181-2014,목재가공용 라우터 기계 사용에 관한 안전 기술지침
981,기계안전,2015-12-07,M,기계일반지침,182,2015,M-182-2015,유압절곡기 방호장치에 관한 기술지침
982,기계안전,2015-12-07,M,기계일반지침,183,2015,M-183-2015,골절기의 안전작업에 관한 기술지침
983,기계안전,2015-12-07,M,기계일반지침,184,2015,M-184-2015,압력용기 용접 후 열처리에 관한 기술지침
984,기계안전,2015-12-07,M,기계일반지침,185,2015,M-185-2015,지게차의 안전작업에 관한 기술지침
985,기계안전,2015-12-07,M,기계일반지침,186,2015,M-186-2015,크레인 달기기구 및 줄걸이 작업용 와이어로프의 작업에 관한 기술지침
986,기계안전,2016-12-27,M,기계일반지침,187,2016,M-187-2016,사출성형기 방호조치에 관한 기술지침
987,기계안전,2015-12-07,M,기계일반지침,188,2015,M-188-2015,농업용 기계의 안전작업에 관한 기술지침
988,기계안전,2015-12-07,M,기계일반지침,189,2015,M-189-2015,휴대형 연삭기 안전작업에 관한 기술지침
989,기계안전,2015-12-07,M,기계일반지침,190,2015,M-190-2015,연삭기 안전작업에 관한 기술지침
990,기계안전,2017-11-27,M,기계일반지침,191,2017,M-191-2017,안전제어시스템 설계를 위한 평균위험고장시간(MTTFd)계산지침
991,기계안전,2017-11-27,M,기계일반지침,192,2017,M-192-2017,기계안전을위한 제어시스템의 안전관련부품류 설계 기술지침
992,기계안전,2020-12-03,M,기계일반지침,193,2020,M-193-2020,인쇄기의 안전작업에 관한 기술지침
993,기계안전,2011-12-29,O,점검·정비·유지관리지침,1,2011,O-1-2011,설비보수용 용접재료 선정에 관한 기술지침
994,기계안전,2023-08-24,O,점검·정비·유지관리지침,2,2023,O-2-2023,볼트·너트의 선정 및 체결에 관한 기술지침
